Brand,Model,Generation,Processor,RAM,Storage,marketplace,category,link,priceInitial,pricePromo,promotiontype,collectionTime,productName
DELL,5470 I,Unknown,Unknown,Unknown,Unknown,Jumia,PC Portables,https://www.jumia.ma/dell-pc-portable-latitude-5470-i5-6300u-16gb256ssd-cartable-gratuite-remis-a-neuf-qwerty-61273918.html,,3500.0,Aucune,2025-01-25 21:06:31,
DELL,3540,13th Gen,Unknown,Unknown,Unknown,Jumia,PC Portables,https://www.jumia.ma/dell-laptop-latitude-3540-i5-13gen-8gb-256gbssd-156-fhd-touch-win-11pro-65756728.html,,11900.0,Aucune,2025-01-25 21:06:31,
DELL,5540 i,Unknown,Unknown,Unknown,Unknown,Jumia,PC Portables,https://www.jumia.ma/dell-pc-portable-latitude-5540-i7-1355u-16gb-512gb-ssd-15.6-fhd-qwerty-65660939.html,17000.0,14500.0,15%,2025-01-25 21:06:31,
Hp,EliteBook 840 G,Unknown,Unknown,Unknown,Unknown,Jumia,PC Portables,https://www.jumia.ma/hp-elitebook-840-g10-i5-1345u-16gb-256g-ssd-65815916.html,18000.0,15740.0,13%,2025-01-25 21:06:31,
Lenovo,15P,Unknown,Core i7,Unknown,Unknown,Jumia,PC Portables,https://www.jumia.ma/lenovo-thinkbook-15p-imh-intel-core-i7-10750h-16gb-512gb-ssd-15.6-fhd-geforce-gtx-1650-ti-azerty-65994742.html,,9800.0,Aucune,2025-01-25 21:06:31,
Hp,EliteBook 830 G,Unknown,Unknown,8GB,256 GB SSD,Jumia,PC Portables,https://www.jumia.ma/hp-elitebook-830-g7-intelr-coretm-i5-10210u-ecran-tactile-full-hd-8-go-ddr4-sdram-256-go-ssd-remis-a-neuf-65989995.html,4650.0,4390.0,6%,2025-01-25 21:06:31,
Hp,250 G,Unknown,Unknown,Unknown,Unknown,Jumia,PC Portables,https://www.jumia.ma/ordinateur-portable-250-g8-i5-1035g1-15.6-4gb-1tb-sacoche-noir-hp-mpg1413100.html,7800.0,5290.0,32%,2025-01-25 21:06:31,
Hp,250 G,Unknown,Unknown,500GB,Unknown,Jumia,PC Portables,https://www.jumia.ma/hp-pc-portable-250-g7-15.6-hd-i3-1005g1-4gb-ddr4-500-go-sacoche-original-45033251.html,,6690.0,Aucune,2025-01-25 21:06:31,
Hp,360,Unknown,Unknown,Unknown,Unknown,Jumia,PC Portables,https://www.jumia.ma/hp-pc-portable-probook-x360-435-g7-amd-ryzentm-7-4700u-ram-16-gb-ddr4-sdram-512-gb-ssd-windows-10-pro-remis-a-neuf-65965396.html,5300.0,4650.0,12%,2025-01-25 21:06:31,
DELL,3520 i,Unknown,Unknown,4GB,256GB SSD,Jumia,PC Portables,https://www.jumia.ma/dell-professionnel-vostro-3520-i3-1215u-156fhd-4go-256go-ssd-win11h-12m-azerty-65311842.html,5899.0,3999.0,32%,2025-01-25 21:06:31,
Hp,360,Unknown,Unknown,Unknown,Unknown,Jumia,PC Portables,https://www.jumia.ma/hp-pc-portable-probook-x360-435-g7-amd-ryzentm-7-4700u-ram-16-gb-ddr4-sdram-512-gb-ssd-windows-10-pro-remis-a-neuf-65959860.html,5500.0,4850.0,12%,2025-01-25 21:06:31,
Hp,640 Core,Unknown,Unknown,8GB,256 GB SSD,Jumia,PC Portables,https://www.jumia.ma/hp-ordinateur-portable-probook-640-core-intel-i5-ram-8go-256-go-ssd-qwerty-remis-a-neuf-65635810.html,,2500.0,Aucune,2025-01-25 21:06:31,
DELL,5530,Unknown,Core i5,Unknown,Unknown,Jumia,PC Portables,https://www.jumia.ma/dell-latitude-5530-tactile-core-i5-12-eme-generation-65773761.html,6000.0,5600.0,7%,2025-01-25 21:06:31,
DELL,5,Unknown,Unknown,Unknown,Unknown,Jumia,PC Portables,https://www.jumia.ma/dell-ordinateur-rentre-scolaire-dell-i5-12eme-ram-16-ssd-512-neuf-garantie-1-an-noir-65606442.html,10900.0,9525.0,13%,2025-01-25 21:06:31,
Hp,250 G,Unknown,Core i3,Unknown,Unknown,Jumia,PC Portables,https://www.jumia.ma/hp-pc-portable-250-g8-intel-core-i3-1005g1-4gb-1to-156-hd-free-dos-sacoche-62438972.html,,3645.0,Aucune,2025-01-25 21:06:31,
